"ENSG","padj","gene"
"ENSG00000153707",NA,"PTPRD"
"ENSG00000153714",NA,"LURAP1L"
"ENSG00000153721",NA,"CNKSR3"
"ENSG00000153767",NA,"GTF2E1"
"ENSG00000153774",NA,"CFDP1"
"ENSG00000153779",NA,"TGIF2LX"
"ENSG00000153786",NA,"ZDHHC7"
"ENSG00000153790",NA,"C7orf31"
"ENSG00000153802",NA,"TMPRSS11D"
"ENSG00000153814",NA,"JAZF1"
"ENSG00000153815",NA,"CMIP"
"ENSG00000153820",NA,"SPHKAP"
"ENSG00000153822",NA,"KCNJ16"
"ENSG00000153823",NA,"PID1"
"ENSG00000153827",NA,"TRIP12"
"ENSG00000153832",NA,"FBXO36"
"ENSG00000153879",NA,"CEBPG"
"ENSG00000153885",NA,"KCTD15"
"ENSG00000153896",NA,"ZNF599"
"ENSG00000153902",NA,"LGI4"
"ENSG00000153904",NA,"DDAH1"
"ENSG00000153914",NA,"SREK1"
"ENSG00000153922",NA,"CHD1"
"ENSG00000153933",NA,"DGKE"
"ENSG00000153936",NA,"HS2ST1"
"ENSG00000153944",NA,"MSI2"
"ENSG00000153956",NA,"CACNA2D1"
"ENSG00000153975",NA,"ZUP1"
"ENSG00000153976",NA,"HS3ST3A1"
"ENSG00000153982",NA,"GDPD1"
"ENSG00000153989",NA,"NUS1"
"ENSG00000153993",NA,"SEMA3D"
"ENSG00000154001",NA,"PPP2R5E"
"ENSG00000154007",NA,"ASB17"
"ENSG00000154016",NA,"GRAP"
"ENSG00000154025",NA,"SLC5A10"
"ENSG00000154027",NA,"AK5"
"ENSG00000154040",NA,"CABYR"
"ENSG00000154059",NA,"IMPACT"
"ENSG00000154065",NA,"ANKRD29"
"ENSG00000154079",NA,"SDHAF4"
"ENSG00000154080",NA,"CHST9"
"ENSG00000154096",NA,"THY1"
"ENSG00000154099",NA,"DNAAF1"
"ENSG00000154102",NA,"C16orf74"
"ENSG00000154114",NA,"TBCEL"
"ENSG00000154118",NA,"JPH3"
"ENSG00000154122",NA,"ANKH"
"ENSG00000154124",NA,"OTULIN"
"ENSG00000154127",NA,"UBASH3B"
"ENSG00000154133",NA,"ROBO4"
"ENSG00000154134",NA,"ROBO3"
"ENSG00000154143",NA,"PANX3"
"ENSG00000154144",NA,"TBRG1"
"ENSG00000154146",NA,"NRGN"
"ENSG00000154153",NA,"RETREG1"
"ENSG00000154162",NA,"CDH12"
"ENSG00000154165",NA,"GPR15"
"ENSG00000154174",NA,"TOMM70"
"ENSG00000154175",NA,"ABI3BP"
"ENSG00000154188",NA,"ANGPT1"
"ENSG00000154198",NA,"CYP4Z2P"
"ENSG00000154217",NA,"PITPNC1"
"ENSG00000154222",NA,"CC2D1B"
"ENSG00000154227",NA,"CERS3"
"ENSG00000154229",NA,"PRKCA"
"ENSG00000154237",NA,"LRRK1"
"ENSG00000154240",NA,"CEP112"
"ENSG00000154252",NA,"GAL3ST2"
"ENSG00000154258",NA,"ABCA9"
"ENSG00000154262",NA,"ABCA6"
"ENSG00000154265",NA,"ABCA5"
"ENSG00000154269",NA,"ENPP3"
"ENSG00000154274",NA,"C4orf19"
"ENSG00000154277",NA,"UCHL1"
"ENSG00000154305",NA,"MIA3"
"ENSG00000154309",NA,"DISP1"
"ENSG00000154310",NA,"TNIK"
"ENSG00000154316",NA,"TDH"
"ENSG00000154319",NA,"FAM167A"
"ENSG00000154328",NA,"NEIL2"
"ENSG00000154330",NA,"PGM5"
"ENSG00000154342",NA,"WNT3A"
"ENSG00000154358",NA,"OBSCN"
"ENSG00000154359",NA,"LONRF1"
"ENSG00000154370",NA,"TRIM11"
"ENSG00000154380",NA,"ENAH"
"ENSG00000154415",NA,"PPP1R3A"
"ENSG00000154429",NA,"CCSAP"
"ENSG00000154438",NA,"ASZ1"
"ENSG00000154447",NA,"SH3RF1"
"ENSG00000154451",NA,"GBP5"
"ENSG00000154473",NA,"BUB3"
"ENSG00000154479",NA,"CCDC173"
"ENSG00000154485",NA,"MMP21"
"ENSG00000154493",NA,"C10orf90"
"ENSG00000154511",NA,"DIPK1A"
"ENSG00000154518",NA,"ATP5MC3"
"ENSG00000154529",NA,"CNTNAP3B"
"ENSG00000154545",NA,"MAGED4"
"ENSG00000154548",NA,"SRSF12"
"ENSG00000154553",NA,"PDLIM3"
"ENSG00000154556",NA,"SORBS2"
"ENSG00000154582",NA,"ELOC"
"ENSG00000154589",NA,"LY96"
"ENSG00000154608",NA,"CEP170P1"
"ENSG00000154611",NA,"PSMA8"
"ENSG00000154620",NA,"TMSB4Y"
"ENSG00000154639",NA,"CXADR"
"ENSG00000154640",NA,"BTG3"
"ENSG00000154642",NA,"C21orf91"
"ENSG00000154645",NA,"CHODL"
"ENSG00000154646",NA,"TMPRSS15"
"ENSG00000154654",NA,"NCAM2"
"ENSG00000154655",NA,"L3MBTL4"
"ENSG00000154678",NA,"PDE1C"
"ENSG00000154710",NA,"RABGEF1"
"ENSG00000154719",NA,"MRPL39"
"ENSG00000154721",NA,"JAM2"
"ENSG00000154723",NA,"ATP5PF"
"ENSG00000154727",NA,"GABPA"
"ENSG00000154734",NA,"ADAMTS1"
"ENSG00000154736",NA,"ADAMTS5"
"ENSG00000154743",NA,"TSEN2"
"ENSG00000154764",NA,"WNT7A"
"ENSG00000154767",NA,"XPC"
"ENSG00000154781",NA,"CCDC174"
"ENSG00000154783",NA,"FGD5"
"ENSG00000154803",NA,"FLCN"
"ENSG00000154813",NA,"DPH3"
"ENSG00000154814",NA,"OXNAD1"
"ENSG00000154822",NA,"PLCL2"
"ENSG00000154832",NA,"CXXC1"
"ENSG00000154839",NA,"SKA1"
"ENSG00000154845",NA,"PPP4R1"
"ENSG00000154856",NA,"APCDD1"
"ENSG00000154864",NA,"PIEZO2"
"ENSG00000154889",NA,"MPPE1"
"ENSG00000154914",NA,"USP43"
"ENSG00000154917",NA,"RAB6B"
"ENSG00000154920",NA,"EME1"
"ENSG00000154928",NA,"EPHB1"
"ENSG00000154930",NA,"ACSS1"
"ENSG00000154945",NA,"ANKRD40"
"ENSG00000154957",NA,"ZNF18"
"ENSG00000154975",NA,"CA10"
"ENSG00000154978",NA,"VOPP1"
"ENSG00000154997",NA,"SEPT14"
"ENSG00000155008",NA,"APOOL"
"ENSG00000155011",NA,"DKK2"
"ENSG00000155016",NA,"CYP2U1"
"ENSG00000155026",NA,"RSPH10B"
"ENSG00000155034",NA,"FBXL18"
"ENSG00000155052",NA,"CNTNAP5"
"ENSG00000155066",NA,"PROM2"
"ENSG00000155085",NA,"AK9"
"ENSG00000155087",NA,"ODF1"
"ENSG00000155090",NA,"KLF10"
"ENSG00000155093",NA,"PTPRN2"
"ENSG00000155096",NA,"AZIN1"
"ENSG00000155097",NA,"ATP6V1C1"
"ENSG00000155099",NA,"PIP4P2"
"ENSG00000155100",NA,"OTUD6B"
"ENSG00000155111",NA,"CDK19"
"ENSG00000155115",NA,"GTF3C6"
"ENSG00000155158",NA,"TTC39B"
"ENSG00000155189",NA,"AGPAT5"
"ENSG00000155229",NA,"MMS19"
"ENSG00000155249",NA,"OR4K1"
"ENSG00000155252",NA,"PI4K2A"
"ENSG00000155254",NA,"MARVELD1"
"ENSG00000155256",NA,"ZFYVE27"
"ENSG00000155265",NA,"GOLGA7B"
"ENSG00000155269",NA,"GPR78"
"ENSG00000155275",NA,"TRMT44"
"ENSG00000155287",NA,"SLC25A28"
"ENSG00000155304",NA,"HSPA13"
"ENSG00000155307",NA,"SAMSN1"
"ENSG00000155313",NA,"USP25"
"ENSG00000155324",NA,"GRAMD2B"
"ENSG00000155329",NA,"ZCCHC10"
"ENSG00000155330",NA,"C16orf87"
"ENSG00000155363",NA,"MOV10"
"ENSG00000155366",NA,"RHOC"
"ENSG00000155367",NA,"PPM1J"
"ENSG00000155368",NA,"DBI"
"ENSG00000155380",NA,"SLC16A1"
"ENSG00000155393",NA,"HEATR3"
"ENSG00000155428",NA,"TRIM74"
"ENSG00000155438",NA,"NIFK"
"ENSG00000155463",NA,"OXA1L"
"ENSG00000155465",NA,"SLC7A7"
"ENSG00000155495",NA,"MAGEC1"
"ENSG00000155506",NA,"LARP1"
"ENSG00000155508",NA,"CNOT8"
"ENSG00000155511",NA,"GRIA1"
"ENSG00000155530",NA,"LRGUK"
"ENSG00000155542",NA,"SETD9"
"ENSG00000155545",NA,"MIER3"
"ENSG00000155561",NA,"NUP205"
"ENSG00000155621",NA,"C9orf85"
"ENSG00000155622",NA,"XAGE2"
"ENSG00000155629",NA,"PIK3AP1"
"ENSG00000155636",NA,"RBM45"
"ENSG00000155657",NA,"TTN"
"ENSG00000155659",NA,"VSIG4"
"ENSG00000155660",NA,"PDIA4"
"ENSG00000155666",NA,"KDM8"
"ENSG00000155719",NA,"OTOA"
"ENSG00000155729",NA,"KCTD18"
"ENSG00000155744",NA,"FAM126B"
"ENSG00000155749",NA,"ALS2CR12"
"ENSG00000155754",NA,"C2CD6"
"ENSG00000155755",NA,"TMEM237"
"ENSG00000155760",NA,"FZD7"
"ENSG00000155761",NA,"SPAG17"
"ENSG00000155792",NA,"DEPTOR"
"ENSG00000155816",NA,"FMN2"
"ENSG00000155827",NA,"RNF20"
"ENSG00000155833",NA,"CYLC2"
"ENSG00000155846",NA,"PPARGC1B"
"ENSG00000155849",NA,"ELMO1"
"ENSG00000155850",NA,"SLC26A2"
"ENSG00000155858",NA,"LSM11"
"ENSG00000155868",NA,"MED7"
"ENSG00000155875",NA,"SAXO1"
"ENSG00000155876",NA,"RRAGA"
"ENSG00000155890",NA,"TRIM42"
"ENSG00000155893",NA,"PXYLP1"
"ENSG00000155897",NA,"ADCY8"
"ENSG00000155903",NA,"RASA2"
"ENSG00000155906",NA,"RMND1"
"ENSG00000155918",NA,"RAET1L"
"ENSG00000155926",NA,"SLA"
"ENSG00000155957",NA,"TMBIM4"
"ENSG00000155959",NA,"VBP1"
"ENSG00000155961",NA,"RAB39B"
"ENSG00000155962",NA,"CLIC2"
"ENSG00000155966",NA,"AFF2"
"ENSG00000155970",NA,"MICU3"
"ENSG00000155974",NA,"GRIP1"
"ENSG00000155975",NA,"VPS37A"
"ENSG00000155980",NA,"KIF5A"
"ENSG00000156006",NA,"NAT2"
"ENSG00000156009",NA,"MAGEA8"
"ENSG00000156011",NA,"PSD3"
"ENSG00000156017",NA,"CARNMT1"
"ENSG00000156026",NA,"MCU"
"ENSG00000156030",NA,"ELMSAN1"
"ENSG00000156049",NA,"GNA14"
"ENSG00000156050",NA,"FAM161B"
"ENSG00000156052",NA,"GNAQ"
"ENSG00000156076",NA,"WIF1"
"ENSG00000156096",NA,"UGT2B4"
"ENSG00000156097",NA,"GPR61"
"ENSG00000156103",NA,"MMP16"
"ENSG00000156110",NA,"ADK"
"ENSG00000156113",NA,"KCNMA1"
"ENSG00000156127",NA,"BATF"
"ENSG00000156136",NA,"DCK"
"ENSG00000156140",NA,"ADAMTS3"
"ENSG00000156150",NA,"ALX3"
"ENSG00000156162",NA,"DPY19L4"
"ENSG00000156170",NA,"NDUFAF6"
"ENSG00000156171",NA,"DRAM2"
"ENSG00000156172",NA,"C8orf37"
"ENSG00000156206",NA,"CFAP161"
"ENSG00000156218",NA,"ADAMTSL3"
"ENSG00000156219",NA,"ART3"
"ENSG00000156222",NA,"SLC28A1"
"ENSG00000156232",NA,"WHAMM"
"ENSG00000156234",NA,"CXCL13"
"ENSG00000156239",NA,"N6AMT1"
"ENSG00000156253",NA,"RWDD2B"
"ENSG00000156256",NA,"USP16"
"ENSG00000156261",NA,"CCT8"
"ENSG00000156265",NA,"MAP3K7CL"
"ENSG00000156269",NA,"NAA11"
"ENSG00000156273",NA,"BACH1"
"ENSG00000156282",NA,"CLDN17"
"ENSG00000156284",NA,"CLDN8"
"ENSG00000156298",NA,"TSPAN7"
"ENSG00000156299",NA,"TIAM1"
"ENSG00000156304",NA,"SCAF4"
"ENSG00000156313",NA,"RPGR"
"ENSG00000156345",NA,"CDK20"
"ENSG00000156374",NA,"PCGF6"
"ENSG00000156381",NA,"ANKRD9"
"ENSG00000156384",NA,"SFR1"
"ENSG00000156395",NA,"SORCS3"
"ENSG00000156398",NA,"SFXN2"
"ENSG00000156411",NA,"ATP5MPL"
"ENSG00000156413",NA,"FUT6"
"ENSG00000156414",NA,"TDRD9"
"ENSG00000156427",NA,"FGF18"
"ENSG00000156453",NA,"PCDH1"
"ENSG00000156463",NA,"SH3RF2"
"ENSG00000156466",NA,"GDF6"
"ENSG00000156467",NA,"UQCRB"
"ENSG00000156469",NA,"MTERF3"
"ENSG00000156471",NA,"PTDSS1"
"ENSG00000156475",NA,"PPP2R2B"
"ENSG00000156482",NA,"RPL30"
"ENSG00000156486",NA,"KCNS2"
"ENSG00000156502",NA,"SUPV3L1"
"ENSG00000156504",NA,"FAM122B"
"ENSG00000156508",NA,"EEF1A1"
"ENSG00000156509",NA,"FBXO43"
"ENSG00000156510",NA,"HKDC1"
"ENSG00000156515",NA,"HK1"
"ENSG00000156521",NA,"TYSND1"
"ENSG00000156531",NA,"PHF6"
"ENSG00000156535",NA,"CD109"
"ENSG00000156564",NA,"LRFN2"
"ENSG00000156574",NA,"NODAL"
"ENSG00000156575",NA,"PRG3"
"ENSG00000156587",NA,"UBE2L6"
"ENSG00000156599",NA,"ZDHHC5"
"ENSG00000156603",NA,"MED19"
"ENSG00000156639",NA,"ZFAND3"
"ENSG00000156642",NA,"NPTN"
"ENSG00000156650",NA,"KAT6B"
"ENSG00000156671",NA,"SAMD8"
"ENSG00000156675",NA,"RAB11FIP1"
"ENSG00000156687",NA,"UNC5D"
"ENSG00000156697",NA,"UTP14A"
"ENSG00000156709",NA,"AIFM1"
"ENSG00000156711",NA,"MAPK13"
"ENSG00000156735",NA,"BAG4"
"ENSG00000156738",NA,"MS4A1"
"ENSG00000156787",NA,"TBC1D31"
"ENSG00000156795",NA,"WDYHV1"
"ENSG00000156802",NA,"ATAD2"
"ENSG00000156804",NA,"FBXO32"
"ENSG00000156831",NA,"NSMCE2"
"ENSG00000156853",NA,"ZNF689"
"ENSG00000156858",NA,"PRR14"
"ENSG00000156860",NA,"FBRS"
"ENSG00000156869",NA,"FRRS1"
"ENSG00000156873",NA,"PHKG2"
"ENSG00000156875",NA,"MFSD14A"
"ENSG00000156876",NA,"SASS6"
"ENSG00000156885",NA,"COX6A2"
"ENSG00000156886",NA,"ITGAD"
"ENSG00000156920",NA,"ADGRG4"
"ENSG00000156925",NA,"ZIC3"
"ENSG00000156928",NA,"MALSU1"
"ENSG00000156931",NA,"VPS8"
"ENSG00000156958",NA,"GALK2"
"ENSG00000156959",NA,"LHFPL4"
"ENSG00000156966",NA,"B3GNT7"
"ENSG00000156968",NA,"MPV17L"
"ENSG00000156970",NA,"BUB1B"
"ENSG00000156973",NA,"PDE6D"
"ENSG00000156976",NA,"EIF4A2"
"ENSG00000156983",NA,"BRPF1"
"ENSG00000156990",NA,"RPUSD3"
"ENSG00000157005",NA,"SST"
"ENSG00000157014",NA,"TATDN2"
"ENSG00000157017",NA,"GHRL"
"ENSG00000157020",NA,"SEC13"
"ENSG00000157036",NA,"EXOG"
"ENSG00000157045",NA,"NTAN1"
"ENSG00000157060",NA,"SHCBP1L"
"ENSG00000157064",NA,"NMNAT2"
"ENSG00000157077",NA,"ZFYVE9"
"ENSG00000157087",NA,"ATP2B2"
"ENSG00000157103",NA,"SLC6A1"
"ENSG00000157106",NA,"SMG1"
"ENSG00000157107",NA,"FCHO2"
"ENSG00000157110",NA,"RBPMS"
"ENSG00000157111",NA,"TMEM171"
"ENSG00000157119",NA,"KLHL40"
"ENSG00000157131",NA,"C8A"
"ENSG00000157150",NA,"TIMP4"
"ENSG00000157152",NA,"SYN2"
"ENSG00000157168",NA,"NRG1"
"ENSG00000157181",NA,"ODR4"
"ENSG00000157184",NA,"CPT2"
"ENSG00000157191",NA,"NECAP2"
"ENSG00000157193",NA,"LRP8"
"ENSG00000157211",NA,"CDCP2"
"ENSG00000157212",NA,"PAXIP1"
"ENSG00000157214",NA,"STEAP2"
"ENSG00000157216",NA,"SSBP3"
"ENSG00000157219",NA,"HTR5A"
"ENSG00000157224",NA,"CLDN12"
"ENSG00000157227",NA,"MMP14"
"ENSG00000157240",NA,"FZD1"
"ENSG00000157259",NA,"GATAD1"
"ENSG00000157303",NA,"SUSD3"
"ENSG00000157315",NA,"TMED6"
"ENSG00000157322",NA,"CLEC18A"
"ENSG00000157326",NA,"DHRS4"
"ENSG00000157335",NA,"CLEC18C"
"ENSG00000157349",NA,"DDX19B"
"ENSG00000157350",NA,"ST3GAL2"
"ENSG00000157353",NA,"FUK"
"ENSG00000157368",NA,"IL34"
"ENSG00000157379",NA,"DHRS1"
"ENSG00000157388",NA,"CACNA1D"
"ENSG00000157399",NA,"ARSE"
"ENSG00000157404",NA,"KIT"
"ENSG00000157423",NA,"HYDIN"
"ENSG00000157426",NA,"AASDH"
"ENSG00000157429",NA,"ZNF19"
"ENSG00000157445",NA,"CACNA2D3"
"ENSG00000157450",NA,"RNF111"
"ENSG00000157456",NA,"CCNB2"
"ENSG00000157470",NA,"FAM81A"
"ENSG00000157483",NA,"MYO1E"
"ENSG00000157500",NA,"APPL1"
"ENSG00000157502",NA,"PWWP3B"
"ENSG00000157510",NA,"AFAP1L1"
"ENSG00000157514",NA,"TSC22D3"
"ENSG00000157538",NA,"VPS26C"
"ENSG00000157540",NA,"DYRK1A"
"ENSG00000157542",NA,"KCNJ6"
"ENSG00000157551",NA,"KCNJ15"
"ENSG00000157554",NA,"ERG"
"ENSG00000157557",NA,"ETS2"
"ENSG00000157570",NA,"TSPAN18"
"ENSG00000157578",NA,"LCA5L"
"ENSG00000157593",NA,"SLC35B2"
"ENSG00000157600",NA,"TMEM164"
"ENSG00000157601",NA,"MX1"
"ENSG00000157613",NA,"CREB3L1"
"ENSG00000157617",NA,"C2CD2"
"ENSG00000157625",NA,"TAB3"
"ENSG00000157637",NA,"SLC38A10"
"ENSG00000157653",NA,"C9orf43"
"ENSG00000157654",NA,"PALM2-AKAP2"
"ENSG00000157657",NA,"ZNF618"
"ENSG00000157680",NA,"DGKI"
"ENSG00000157693",NA,"TMEM268"
"ENSG00000157703",NA,"SVOPL"
"ENSG00000157734",NA,"SNX22"
"ENSG00000157741",NA,"UBN2"
"ENSG00000157764",NA,"BRAF"
"ENSG00000157765",NA,"SLC34A2"
"ENSG00000157766",NA,"ACAN"
"ENSG00000157778",NA,"PSMG3"
"ENSG00000157782",NA,"CABP1"
"ENSG00000157796",NA,"WDR19"
"ENSG00000157800",NA,"SLC37A3"
"ENSG00000157823",NA,"AP3S2"
"ENSG00000157827",NA,"FMNL2"
"ENSG00000157833",NA,"GAREM2"
"ENSG00000157837",NA,"SPPL3"
"ENSG00000157851",NA,"DPYSL5"
"ENSG00000157856",NA,"DRC1"
"ENSG00000157869",NA,"RAB28"
"ENSG00000157870",NA,"PRXL2B"
"ENSG00000157873",NA,"TNFRSF14"
"ENSG00000157881",NA,"PANK4"
"ENSG00000157884",NA,"CIB4"
"ENSG00000157890",NA,"MEGF11"
"ENSG00000157895",NA,"C12orf43"
"ENSG00000157911",NA,"PEX10"
"ENSG00000157916",NA,"RER1"
"ENSG00000157927",NA,"RADIL"
"ENSG00000157933",NA,"SKI"
"ENSG00000157954",NA,"WIPI2"
"ENSG00000157978",NA,"LDLRAP1"
"ENSG00000157985",NA,"AGAP1"
"ENSG00000157992",NA,"KRTCAP3"
"ENSG00000157999",NA,"ANKRD61"
"ENSG00000158006",NA,"PAFAH2"
"ENSG00000158008",NA,"EXTL1"
"ENSG00000158014",NA,"SLC30A2"
"ENSG00000158019",NA,"BABAM2"
"ENSG00000158022",NA,"TRIM63"
"ENSG00000158023",NA,"WDR66"
"ENSG00000158042",NA,"MRPL17"
"ENSG00000158050",NA,"DUSP2"
"ENSG00000158055",NA,"GRHL3"
"ENSG00000158062",NA,"UBXN11"
"ENSG00000158079",NA,"PTPDC1"
"ENSG00000158089",NA,"GALNT14"
"ENSG00000158092",NA,"NCK1"
"ENSG00000158104",NA,"HPD"
"ENSG00000158106",NA,"RHPN1"
"ENSG00000158109",NA,"TPRG1L"
"ENSG00000158122",NA,"PRXL2C"
"ENSG00000158125",NA,"XDH"
"ENSG00000158156",NA,"XKR8"
"ENSG00000158158",NA,"CNNM4"
"ENSG00000158161",NA,"EYA3"
"ENSG00000158163",NA,"DZIP1L"
"ENSG00000158169",NA,"FANCC"
"ENSG00000158186",NA,"MRAS"
"ENSG00000158195",NA,"WASF2"
"ENSG00000158201",NA,"ABHD3"
"ENSG00000158220",NA,"ESYT3"
"ENSG00000158234",NA,"FAIM"
"ENSG00000158246",NA,"TENT5B"
"ENSG00000158258",NA,"CLSTN2"
"ENSG00000158270",NA,"COLEC12"
"ENSG00000158290",NA,"CUL4B"
"ENSG00000158292",NA,"GPR153"
"ENSG00000158296",NA,"SLC13A3"
"ENSG00000158301",NA,"GPRASP2"
"ENSG00000158315",NA,"RHBDL2"
"ENSG00000158321",NA,"AUTS2"
"ENSG00000158373",NA,"HIST1H2BD"
"ENSG00000158402",NA,"CDC25C"
"ENSG00000158406",NA,"HIST1H4H"
"ENSG00000158411",NA,"MITD1"
"ENSG00000158417",NA,"EIF5B"
"ENSG00000158423",NA,"RIBC1"
"ENSG00000158428",NA,"CATIP"
"ENSG00000158435",NA,"CNOT11"
"ENSG00000158445",NA,"KCNB1"
"ENSG00000158457",NA,"TSPAN33"
"ENSG00000158458",NA,"NRG2"
"ENSG00000158467",NA,"AHCYL2"
"ENSG00000158470",NA,"B4GALT5"
"ENSG00000158473",NA,"CD1D"
"ENSG00000158477",NA,"CD1A"
"ENSG00000158480",NA,"SPATA2"
"ENSG00000158481",NA,"CD1C"
"ENSG00000158483",NA,"FAM86C1"
"ENSG00000158485",NA,"CD1B"
"ENSG00000158486",NA,"DNAH3"
"ENSG00000158488",NA,"CD1E"
"ENSG00000158516",NA,"CPA2"
"ENSG00000158517",NA,"NCF1"
"ENSG00000158525",NA,"CPA5"
"ENSG00000158526",NA,"TSR2"
"ENSG00000158528",NA,"PPP1R9A"
"ENSG00000158545",NA,"ZC3H18"
"ENSG00000158552",NA,"ZFAND2B"
"ENSG00000158553",NA,"POM121L2"
"ENSG00000158555",NA,"GDPD5"
"ENSG00000158560",NA,"DYNC1I1"
"ENSG00000158571",NA,"PFKFB1"
"ENSG00000158578",NA,"ALAS2"
"ENSG00000158604",NA,"TMED4"
"ENSG00000158615",NA,"PPP1R15B"
"ENSG00000158623",NA,"COPG2"
"ENSG00000158636",NA,"EMSY"
"ENSG00000158639",NA,"PAGE5"
"ENSG00000158669",NA,"GPAT4"
"ENSG00000158683",NA,"PKD1L1"
"ENSG00000158691",NA,"ZSCAN12"
"ENSG00000158710",NA,"TAGLN2"
"ENSG00000158711",NA,"ELK4"
"ENSG00000158714",NA,"SLAMF8"
"ENSG00000158715",NA,"SLC45A3"
"ENSG00000158716",NA,"DUSP23"
"ENSG00000158717",NA,"RNF166"
"ENSG00000158747",NA,"NBL1"
"ENSG00000158748",NA,"HTR6"
"ENSG00000158764",NA,"ITLN2"
"ENSG00000158769",NA,"F11R"
"ENSG00000158773",NA,"USF1"
"ENSG00000158786",NA,"PLA2G2F"
"ENSG00000158792",NA,"SPATA2L"
"ENSG00000158793",NA,"NIT1"
"ENSG00000158796",NA,"DEDD"
"ENSG00000158805",NA,"ZNF276"
"ENSG00000158806",NA,"NPM2"
"ENSG00000158813",NA,"EDA"
"ENSG00000158815",NA,"FGF17"
"ENSG00000158816",NA,"VWA5B1"
"ENSG00000158825",NA,"CDA"
"ENSG00000158828",NA,"PINK1"
"ENSG00000158850",NA,"B4GALT3"
"ENSG00000158856",NA,"DMTN"
"ENSG00000158859",NA,"ADAMTS4"
"ENSG00000158864",NA,"NDUFS2"
"ENSG00000158865",NA,"SLC5A11"
"ENSG00000158869",NA,"FCER1G"
"ENSG00000158874",NA,"APOA2"
"ENSG00000158882",NA,"TOMM40L"
"ENSG00000158887",NA,"MPZ"
"ENSG00000158901",NA,"WFDC8"
"ENSG00000158941",NA,"CCAR2"
"ENSG00000158955",NA,"WNT9B"
"ENSG00000158966",NA,"CACHD1"
"ENSG00000158985",NA,"CDC42SE2"
"ENSG00000158987",NA,"RAPGEF6"
"ENSG00000159023",NA,"EPB41"
"ENSG00000159055",NA,"MIS18A"
"ENSG00000159063",NA,"ALG8"
"ENSG00000159069",NA,"FBXW5"
"ENSG00000159079",NA,"CFAP298"
"ENSG00000159082",NA,"SYNJ1"
"ENSG00000159086",NA,"PAXBP1"
"ENSG00000159110",NA,"IFNAR2"
"ENSG00000159111",NA,"MRPL10"
"ENSG00000159128",NA,"IFNGR2"
"ENSG00000159131",NA,"GART"
"ENSG00000159140",NA,"SON"
"ENSG00000159147",NA,"DONSON"
"ENSG00000159164",NA,"SV2A"
"ENSG00000159166",NA,"LAD1"
"ENSG00000159173",NA,"TNNI1"
"ENSG00000159176",NA,"CSRP1"
"ENSG00000159182",NA,"PRAC1"
"ENSG00000159184",NA,"HOXB13"
"ENSG00000159189",NA,"C1QC"
"ENSG00000159197",NA,"KCNE2"
"ENSG00000159199",NA,"ATP5MC1"
"ENSG00000159200",NA,"RCAN1"
"ENSG00000159202",NA,"UBE2Z"
"ENSG00000159208",NA,"CIART"
"ENSG00000159210",NA,"SNF8"
"ENSG00000159212",NA,"CLIC6"
"ENSG00000159214",NA,"CCDC24"
"ENSG00000159216",NA,"RUNX1"
"ENSG00000159217",NA,"IGF2BP1"
"ENSG00000159224",NA,"GIP"
"ENSG00000159228",NA,"CBR1"
"ENSG00000159231",NA,"CBR3"
"ENSG00000159239",NA,"AC005041.1"
"ENSG00000159248",NA,"GJD2"
"ENSG00000159251",NA,"ACTC1"
"ENSG00000159256",NA,"MORC3"
"ENSG00000159259",NA,"CHAF1B"
"ENSG00000159261",NA,"CLDN14"
"ENSG00000159263",NA,"SIM2"
"ENSG00000159267",NA,"HLCS"
"ENSG00000159289",NA,"GOLGA6A"
"ENSG00000159307",NA,"SCUBE1"
"ENSG00000159314",NA,"ARHGAP27"
"ENSG00000159322",NA,"ADPGK"
"ENSG00000159335",NA,"PTMS"
"ENSG00000159337",NA,"PLA2G4D"
"ENSG00000159339",NA,"PADI4"
"ENSG00000159346",NA,"ADIPOR1"
"ENSG00000159348",NA,"CYB5R1"
"ENSG00000159352",NA,"PSMD4"
"ENSG00000159363",NA,"ATP13A2"
"ENSG00000159374",NA,"M1AP"
"ENSG00000159377",NA,"PSMB4"
"ENSG00000159387",NA,"IRX6"
"ENSG00000159388",NA,"BTG2"
"ENSG00000159398",NA,"CES5A"
"ENSG00000159399",NA,"HK2"
"ENSG00000159403",NA,"C1R"
"ENSG00000159409",NA,"CELF3"
"ENSG00000159423",NA,"ALDH4A1"
"ENSG00000159433",NA,"STARD9"
"ENSG00000159445",NA,"THEM4"
"ENSG00000159450",NA,"TCHH"
"ENSG00000159455",NA,"LCE2B"
"ENSG00000159459",NA,"UBR1"
"ENSG00000159461",NA,"AMFR"
"ENSG00000159479",NA,"MED8"
"ENSG00000159495",NA,"TGM7"
"ENSG00000159496",NA,"RGL4"
"ENSG00000159516",NA,"SPRR2G"
"ENSG00000159527",NA,"PGLYRP3"
"ENSG00000159556",NA,"ISL2"
"ENSG00000159579",NA,"RSPRY1"
"ENSG00000159588",NA,"CCDC17"
"ENSG00000159592",NA,"GPBP1L1"
"ENSG00000159593",NA,"NAE1"
"ENSG00000159596",NA,"TMEM69"
"ENSG00000159618",NA,"ADGRG5"
"ENSG00000159625",NA,"DRC7"
"ENSG00000159640",NA,"ACE"
"ENSG00000159650",NA,"UROC1"
"ENSG00000159658",NA,"EFCAB14"
"ENSG00000159674",NA,"SPON2"
